P1	P2	P3	Dstatistic	Z-score	p-value	f4-ratio	BBAA	ABBA	BABA
S07	S04	S15	0.265539	9.20542	2.3e-16	0.00548502	30761.2	2636.75	1530.25
S07	S04	S16	0.268724	9.38284	2.3e-16	0.00557984	30748.2	2657.5	1531.75
S07	S04	S17	0.0403646	1.27793	0.201276	0.000529645	33407.8	1398.25	1289.75
S07	S04	S18	0.0386545	1.23425	0.21711	0.000507278	33389.2	1397.25	1293.25
S07	S04	S19	0.0388187	1.24127	0.214504	0.000508784	33389.8	1398.25	1293.75
S04	S08	S09	0.0147311	0.977352	0.328395	0.000779468	11540.8	4813.25	4673.5
S04	S08	S10	0.0214001	1.49579	0.134707	0.0011294	11523.5	4838.5	4635.75
S04	S08	S11	0.0181013	1.13138	0.257897	0.000877155	15194	4253.5	4102.25
S08	S04	S12	0.226246	8.87437	2.3e-16	0.00486546	31403.4	2442.38	1541.12
S08	S04	S13	0.288956	11.2079	2.3e-16	0.00589163	30888.2	2662.5	1468.75
S08	S04	S14	0.429373	26.4903	2.3e-16	0.0154213	26697.5	4598.56	1835.81
S08	S04	S15	0.283682	11.3948	2.3e-16	0.00580413	30884	2650	1478.75
S08	S04	S16	0.287802	11.3594	2.3e-16	0.00590381	30866	2665.75	1474.25
S08	S04	S17	0.070585	2.32155	0.0202571	0.000925901	33558	1439	1249.25
S08	S04	S18	0.0663436	2.18237	0.029082	0.000867913	33532	1430.5	1252.5
S08	S04	S19	0.0666667	2.19303	0.0283049	0.000871189	33533	1432	1253
S10	S09	S04	0.0155598	0.463278	0.643165	0.000114492	49040.9	669	648.5
S11	S09	S04	0.699884	50.7792	2.3e-16	0.0230525	39758.3	5130.25	905.75
S09	S04	S12	0.290224	12.5542	2.3e-16	0.00830325	25524.4	3430.62	1887.25
S09	S04	S13	0.349316	14.3826	2.3e-16	0.00960041	25129.5	3771	1818.5
S09	S04	S14	0.523599	35.9231	2.3e-16	0.0241849	21592	6360.31	1988.75
S09	S04	S15	0.34129	15.4265	2.3e-16	0.00938891	25103.2	3736.5	1835
S09	S04	S16	0.344513	15.0128	2.3e-16	0.00950861	25091.2	3758.25	1832.25
S09	S04	S17	0.0593231	2.2777	0.0227445	0.00110746	27278.5	2026.75	1799.75
S09	S04	S18	0.0608866	2.37441	0.0175773	0.00113822	27268.5	2034.25	1800.75
S09	S04	S19	0.0609772	2.37155	0.0177135	0.00113857	27269.5	2035.75	1801.75
S11	S10	S04	0.811661	75.7254	2.3e-16	0.0229407	58226	4691.75	487.75
S10	S04	S12	0.292362	12.3585	2.3e-16	0.00824791	25461.5	3388.25	1855.25
S10	S04	S13	0.351507	16.3319	2.3e-16	0.00957362	25081	3743	1796
S10	S04	S14	0.524398	36.3351	2.3e-16	0.0240999	21542.2	6331.06	1975.25
S10	S04	S15	0.34602	17.2117	2.3e-16	0.00942682	25059.8	3713.5	1804.25
S10	S04	S16	0.349322	16.7618	2.3e-16	0.00954529	25046.8	3734.25	1800.75
S10	S04	S17	0.0557255	1.97624	0.0481272	0.00102217	27215.8	1984.5	1775
S10	S04	S18	0.0581056	2.11509	0.0344222	0.00106761	27207.8	1994	1775
S10	S04	S19	0.0581997	2.11238	0.0346542	0.00106809	27208.8	1995.5	1776
S04	S11	S12	0.250815	8.72365	2.3e-16	0.0134677	21576.9	6190.12	3707.62
S04	S11	S13	0.0470158	1.92182	0.0546278	0.00207987	21379.8	4664.75	4245.81
S11	S04	S14	0.252764	10.0503	2.3e-16	0.0164908	18336.2	7329.06	4371.56
S04	S11	S15	0.0540356	2.34743	0.0189035	0.0023916	21342.1	4679.69	4199.88
S04	S11	S16	0.0523947	2.24811	0.0245693	0.00232115	21319.7	4676.88	4211.19
S04	S11	S17	0.799849	65.7964	2.3e-16	0.0654732	22704.5	15082.6	1677.25
S18	S11	S04	0.863134	173.405	2.3e-16	0.102855	30630.8	22675.5	1665.75
S19	S11	S04	0.862865	174.193	2.3e-16	0.102853	23711.2	22678.8	1669.5
S12	S13	S04	0.0931286	3.10689	0.00189069	0.00365568	53082.5	4315.12	3579.88
S12	S14	S04	0.527296	25.4347	2.3e-16	0.0341183	45770.8	9937.88	3075.81
S12	S15	S04	0.09358	3.30599	0.000946398	0.00361466	53290.6	4247.88	3520.88
S12	S16	S04	0.0975008	3.25925	0.00111708	0.00378247	53255.8	4281.62	3520.88
S17	S12	S04	0.410703	12.1216	2.3e-16	0.0154589	41164.6	5423.62	2265.62
S18	S12	S04	0.405867	11.9757	2.3e-16	0.0153746	27370.2	5439.12	2298.62
S19	S12	S04	0.405934	11.9344	2.3e-16	0.0153722	27366.1	5437.62	2297.62
S13	S14	S04	0.664887	23.7496	2.3e-16	0.0305745	67964.3	7670.81	1544
S15	S13	S04	0.00251084	0.0871858	0.930524	4.11681e-05	80015.2	1647	1638.75
S13	S16	S04	0.00777795	0.277069	0.781727	0.000127252	80046.4	1652	1626.5
S17	S13	S04	0.427114	12.766	2.3e-16	0.0190581	19108.5	6504.25	2611
S18	S13	S04	0.424705	12.4969	2.3e-16	0.018974	19145.8	6500.75	2625
S19	S13	S04	0.424673	12.4684	2.3e-16	0.0189716	19138.8	6500.25	2625
S15	S14	S04	0.72002	29.6763	2.3e-16	0.0306144	73558.8	7327.88	1192.81
S16	S14	S04	0.719733	28.7921	2.3e-16	0.0304511	73695.4	7289.25	1187.94
S17	S14	S04	0.68087	45.2895	2.3e-16	0.0490498	16377.8	12368.3	2348.25
S18	S14	S04	0.679012	45.0241	2.3e-16	0.0489683	16393.5	12366.8	2364.25
S19	S14	S04	0.678862	44.661	2.3e-16	0.048966	16391.5	12367.8	2365.75
S15	S16	S04	0.120428	1.14709	0.251344	0.000168415	131873	157	123.25
S17	S15	S04	0.429828	13.1398	2.3e-16	0.0190177	19154	6461.75	2576.75
S18	S15	S04	0.427301	12.8754	2.3e-16	0.0189337	19185	6459.25	2591.75
S19	S15	S04	0.427269	12.8364	2.3e-16	0.0189312	19184	6458.75	2591.75
S17	S16	S04	0.431307	13.1429	2.3e-16	0.0191829	19112.5	6502.25	2583.5
S18	S16	S04	0.428791	12.8737	2.3e-16	0.0190989	19145.2	6499.75	2598.5
S19	S16	S04	0.42876	12.8358	2.3e-16	0.0190965	19144.2	6499.25	2598.5
S17	S18	S04	0.0733753	0.758347	0.448243	8.56653e-05	81469.5	128	110.5
S17	S19	S04	0.0756303	0.873082	0.382618	8.81129e-05	81443.5	128	110
S18	S19	S04	0.0344828	0.127424	0.898605	2.44779e-06	133358	7.5	7
S06	S07	S05	0.0401419	1.10727	0.268175	0.000297029	48712.9	586.25	541
S06	S05	S08	0.0126821	1.24773	0.21213	0.000865957	9857.5	5375	5240.38
S06	S05	S09	0.0132701	0.479778	0.631386	0.000234251	29986.8	1603.5	1561.5
S06	S05	S10	0.00758773	0.285309	0.775407	0.000133742	29939.2	1593.5	1569.5
S06	S05	S11	0.00729505	0.277775	0.781185	0.000118924	33999	1415.31	1394.81
S05	S06	S12	0.0327103	0.873681	0.382292	0.000207902	51937.8	607.75	569.25
S06	S05	S13	0.016465	0.428475	0.668305	0.00010244	51531.5	640.5	619.75
S06	S05	S14	0.0213524	0.842596	0.399455	0.000204853	47192.4	877.438	840.75
S06	S05	S15	0.0295326	0.856716	0.391602	0.00018711	51534.8	658	620.25
S06	S05	S16	0.0296718	0.853843	0.393192	0.000187088	51519.2	655	617.25
S06	S05	S17	0.0171149	0.324278	0.745727	7.68791e-05	54244.8	468	452.25
S06	S05	S18	0.016653	0.315851	0.752116	7.43801e-05	54220.2	465.5	450.25
S06	S05	S19	0.0171896	0.325599	0.744728	7.66779e-05	54220.8	466	450.25
S07	S05	S08	0.00330219	0.308168	0.757955	0.000226886	9882.75	5355	5319.75
S07	S05	S09	0.00126322	0.0435837	0.965236	2.23143e-05	30013.8	1585.25	1581.25
S05	S07	S10	0.00472664	0.16895	0.865836	8.36001e-05	29970.2	1594.25	1579.25
S05	S07	S11	0.00700047	0.257824	0.796542	0.000114223	34025.2	1416	1396.31
S05	S07	S12	0.0449343	1.30341	0.192435	0.000286202	51977	616.25	563.25
S05	S07	S13	0.00320256	0.0887481	0.929282	1.97494e-05	51558.8	626.5	622.5
S07	S05	S14	0.0024677	0.107562	0.914343	2.37352e-05	47223.5	863.25	859
S07	S05	S15	0.0125984	0.389548	0.696871	7.93134e-05	51565	643	627
S07	S05	S16	0.0110759	0.341435	0.732776	6.93917e-05	51548.5	639	625
S07	S05	S17	0.00325733	0.0592253	0.952773	1.46445e-05	54284	462	459
S07	S05	S18	0.00327154	0.0595471	0.952516	1.4633e-05	54260	460	457
S07	S05	S19	0.00327154	0.0595471	0.952516	1.46062e-05	54260	460	457
S05	S08	S09	0.0256315	1.03642	0.300004	0.000577396	25868	2070.75	1967.25
S05	S08	S10	0.0269934	1.17889	0.23844	0.000604707	25818.8	2064	1955.5
S05	S08	S11	0.025595	0.973033	0.330537	0.000527603	29832.2	1821.94	1731
S08	S05	S12	0.0309764	0.835777	0.40328	0.000248334	47651.5	765.5	719.5
S08	S05	S13	0.0536991	1.8567	0.0633536	0.000398533	47200.8	792.25	711.5
S08	S05	S14	0.0452816	1.88067	0.0600172	0.000552255	42974.4	1141.94	1043
S08	S05	S15	0.0535744	2.12317	0.0337399	0.000400157	47188.2	794	713.25
S08	S05	S16	0.0533891	2.12047	0.0339663	0.000395156	47168.5	786.75	707
S08	S05	S17	0.0730228	2.55117	0.0107361	0.000411105	49913.2	619	534.75
S08	S05	S18	0.0663793	2.31004	0.0208858	0.000375446	49890.8	618.5	541.5
S08	S05	S19	0.0667816	2.32252	0.020205	0.000377191	49891.2	619	541.5
S09	S10	S05	0.0272727	0.615768	0.538047	0.000207498	49004.4	706.25	668.75
S11	S09	S05	0.692292	52.9412	2.3e-16	0.0227143	39725.8	5133.94	933.5
S09	S05	S12	0.144061	6.98938	2.7609e-12	0.00370207	25717.6	2732.38	2044.25
S09	S05	S13	0.168981	7.1055	1.19882e-12	0.00412781	25411.5	2903.75	2064.25
S09	S05	S14	0.253258	16.4805	2.3e-16	0.00944784	22157.2	4225.44	2517.69
S09	S05	S15	0.164603	6.68165	2.36271e-11	0.00400442	25362.5	2869	2058
S09	S05	S16	0.165137	6.48666	8.77618e-11	0.00401993	25353.5	2872.5	2058.25
S09	S05	S17	0.0319359	1.13122	0.257963	0.000592761	27356.5	1963	1841.5
S09	S05	S18	0.0347997	1.2497	0.211409	0.000645884	27341.5	1970	1837.5
S09	S05	S19	0.0347815	1.24573	0.212862	0.000644702	27342.5	1971	1838.5
S11	S10	S05	0.814763	87.5911	2.3e-16	0.022917	58159.7	4719.69	481.75
S10	S05	S12	0.143477	6.84834	7.47091e-12	0.00364646	25723.5	2700.75	2023
S10	S05	S13	0.170117	8.34033	2.3e-16	0.00410087	25413.5	2868.25	2034.25
S10	S05	S14	0.252896	17.0359	2.3e-16	0.00936152	22160.5	4191.25	2499.25
S10	S05	S15	0.168389	7.68791	1.4877e-14	0.00404253	25371.5	2840.5	2021.75
S10	S05	S16	0.168937	7.38387	1.53655e-13	0.00405681	25361.5	2843	2021.25
S10	S05	S17	0.027689	0.937053	0.348731	0.000507428	27361	1930	1826
S10	S05	S18	0.031383	1.08386	0.278427	0.000575243	27348	1939	1821
S10	S05	S19	0.0313663	1.07988	0.280197	0.00057419	27349	1940	1822
S05	S11	S12	0.357576	18.7976	2.3e-16	0.018024	21783.1	6336.06	2998.31
S05	S11	S13	0.187117	11.621	2.3e-16	0.00756372	21634.9	4859.5	3327.56
S11	S05	S14	0.0295154	1.59133	0.111535	0.00163758	18853.3	5122	4828.31
S05	S11	S15	0.192805	10.8908	2.3e-16	0.00778479	21580.2	4857.44	3287.12
S05	S11	S16	0.193757	10.8263	2.3e-16	0.00781919	21562.5	4859.38	3281.94
S05	S11	S17	0.806264	60.1229	2.3e-16	0.0659545	22816.3	15134.1	1623.25
S18	S11	S05	0.867789	137.916	2.3e-16	0.102724	30678.8	22783.8	1612.75
S19	S11	S05	0.867558	137.711	2.3e-16	0.102724	23759.2	22787.1	1616
S12	S13	S05	0.0746911	2.70872	0.00675426	0.00234402	53315.6	3435.25	2957.75
S12	S14	S05	0.491287	24.1067	2.3e-16	0.0248073	46166.6	7669.88	2616.38
S12	S15	S05	0.0782605	2.8125	0.00491585	0.00241397	53520.9	3387.62	2895.88
S12	S16	S05	0.0800556	2.85088	0.00435988	0.00247533	53487.4	3401.5	2897.25
S17	S12	S05	0.349009	11.2445	2.3e-16	0.0116838	41250.5	4654.25	2246
S18	S12	S05	0.34363	10.9045	2.3e-16	0.0115783	27451.6	4665.25	2279
S19	S12	S05	0.343803	10.8962	2.3e-16	0.0115783	27447.2	4663.5	2277.25
S13	S14	S05	0.635313	22.791	2.3e-16	0.0225161	68846.7	5889.38	1313.38
S13	S15	S05	0.00543323	0.1989	0.842341	7.01167e-05	80785.5	1318.5	1304.25
S13	S16	S05	0.0102187	0.361624	0.717633	0.000131623	80828.4	1322.25	1295.5
S17	S13	S05	0.355771	11.4234	2.3e-16	0.0140005	19215.8	5498.5	2612.75
S18	S13	S05	0.352624	10.9967	2.3e-16	0.0138952	19250.5	5492.5	2628.75
S19	S13	S05	0.352711	10.9793	2.3e-16	0.0138952	19243	5491.5	2627.75
S15	S14	S05	0.686933	25.8255	2.3e-16	0.0224475	74496	5601.25	1039.5
S16	S14	S05	0.68885	26.5681	2.3e-16	0.0223874	74646.6	5576.69	1027.44
S17	S14	S05	0.608092	40.9655	2.3e-16	0.0362013	16539.5	9866.25	2404.5
S18	S14	S05	0.605609	39.5077	2.3e-16	0.0360984	16552.8	9862.25	2422.5
S19	S14	S05	0.605535	39.3169	2.3e-16	0.0360984	16550.5	9863	2423.25
S15	S16	S05	0.0556793	0.596513	0.550833	6.15102e-05	132946	118.5	106
S17	S15	S05	0.361236	11.8381	2.3e-16	0.0140696	19246.8	5464	2564
S18	S15	S05	0.357871	11.387	2.3e-16	0.0139643	19276.2	5460	2582
S19	S15	S05	0.35796	11.3678	2.3e-16	0.0139643	19274.8	5459	2581
S17	S16	S05	0.361308	11.9059	2.3e-16	0.0141302	19208.8	5486.75	2574.25
S18	S16	S05	0.357957	11.4465	2.3e-16	0.014025	19240	5482.75	2592.25
S19	S16	S05	0.358045	11.4248	2.3e-16	0.014025	19238.5	5481.75	2591.25
S17	S18	S05	0.0964912	0.944902	0.344709	0.000106735	81567.5	125	103
S17	S19	S05	0.0964912	1.05078	0.293362	0.000106735	81542	125	103
S19	S18	S05	0	0	1	0	133459	7	7
S06	S07	S08	0.111704	2.32873	0.0198735	0.000639216	53184.2	494.5	395.125
S06	S07	S09	0.144762	2.67626	0.00744494	0.000211941	76709.4	150.25	112.25
S06	S07	S10	0.145794	2.75834	0.00580961	0.000217331	76655.9	153.25	114.25
S06	S07	S11	0.162169	2.68594	0.0072325	0.000233134	80879.9	144	103.812
S06	S07	S12	0.15847	1.14171	0.253573	7.83146e-05	99540.4	53	38.5
S06	S07	S13	0.218543	1.89105	0.0586174	0.000122187	99127.9	69	44.25
S06	S07	S14	0.221322	2.15176	0.031416	0.000181122	94580.7	89.5	57.0625
S06	S07	S15	0.193764	1.57825	0.114508	0.000107805	99131.7	67	45.25
S06	S07	S16	0.211581	1.70145	0.0888588	0.000117704	99118.2	68	44.25
S06	S07	S17	0.153153	0.981295	0.326447	6.22355e-05	102000	48	35.25
S06	S07	S18	0.151703	0.974325	0.329895	5.9748e-05	101976	46.5	34.25
S06	S07	S19	0.156923	1.00886	0.313042	6.20726e-05	101977	47	34.25
S06	S08	S09	0.0365348	1.38164	0.167081	0.000811511	25726.6	2064	1918.5
S06	S08	S10	0.0331002	1.2509	0.21097	0.000738369	25687.9	2067.75	1935.25
S06	S08	S11	0.0314623	1.1893	0.234322	0.000646466	29702.3	1826.69	1715.25
S08	S06	S12	0.0565596	1.71231	0.0868402	0.000456179	47502.1	789.25	704.75
S08	S06	S13	0.0390244	1.04765	0.294799	0.000296124	47093.4	798.75	738.75
S08	S06	S14	0.0285829	0.978461	0.327846	0.000347471	42854.6	1120.06	1057.81
S08	S06	S15	0.0275464	0.771574	0.440367	0.000213087	47099.4	802	759
S08	S06	S16	0.0271405	0.745568	0.455928	0.000208107	47079.6	794.75	752.75
S08	S06	S17	0.0594618	1.51586	0.129554	0.000334251	49785.6	610.25	541.75
S08	S06	S18	0.0537541	1.39803	0.162104	0.000301088	49758.1	605.25	543.5
S08	S06	S19	0.0537541	1.39803	0.162104	0.000300536	49758.6	605.25	543.5
S09	S10	S06	0.040305	1.08609	0.277439	0.000308164	49038.4	716.25	660.75
S11	S09	S06	0.687898	55.1475	2.3e-16	0.0226774	39760.8	5126.94	948
S09	S06	S12	0.152857	8.19599	2.3e-16	0.00390919	25644.9	2740.12	2013.5
S09	S06	S13	0.166387	7.23179	4.7673e-13	0.00402578	25356.2	2869.75	2051
S09	S06	S14	0.251782	15.3469	2.3e-16	0.00924487	22080.4	4154	2482.94
S09	S06	S15	0.158819	6.78829	1.13471e-11	0.00381802	25310.2	2821	2047.75
S09	S06	S16	0.159037	6.63446	3.25699e-11	0.00383356	25306.2	2829.5	2053
S09	S06	S17	0.0280151	1.22703	0.21981	0.000515922	27307.5	1940.25	1834.5
S09	S06	S18	0.0310658	1.38435	0.166251	0.000571547	27290.5	1945.75	1828.5
S09	S06	S19	0.030921	1.37194	0.170083	0.000568068	27291.5	1946.25	1829.5
S11	S10	S06	0.812294	90.5285	2.3e-16	0.0229786	58187.7	4723.69	489.25
S10	S06	S12	0.151933	7.84152	4.44089e-15	0.0038536	25675.5	2715.25	1999
S10	S06	S13	0.166266	8.25645	2.3e-16	0.00399884	25394.2	2852.25	2039
S10	S06	S14	0.250603	15.4277	2.3e-16	0.00915854	22112.2	4130.31	2475
S10	S06	S15	0.161497	7.61957	2.55351e-14	0.00385614	25353.2	2808.5	2027.5
S10	S06	S16	0.161783	7.39873	1.37446e-13	0.00387044	25347.2	2815	2031
S10	S06	S17	0.0236199	0.992706	0.320853	0.000430582	27335	1912.25	1824
S10	S06	S18	0.0274972	1.1887	0.234559	0.0005009	27320	1919.75	1817
S10	S06	S19	0.0273524	1.1766	0.239357	0.00049755	27321	1920.25	1818
S06	S11	S12	0.353452	18.4696	2.3e-16	0.0178193	21743.4	6316.81	3017.56
S06	S11	S13	0.190136	10.7457	2.3e-16	0.00766539	21614.3	4859.44	3306.75
S11	S06	S14	0.0260082	1.35327	0.17597	0.00143301	18816.8	5069.25	4812.25
S06	S11	S15	0.198167	11.3005	2.3e-16	0.00797044	21563.6	4861.38	3253.31
S06	S11	S16	0.198916	11.2989	2.3e-16	0.00800482	21550.2	4867.56	3252.38
S06	S11	S17	0.808133	71.2008	2.3e-16	0.0660263	22794.1	15132.4	1605.75
S18	S11	S06	0.86915	186.433	2.3e-16	0.103025	30674.5	22759.1	1593.25
S19	S11	S06	0.868921	185.74	2.3e-16	0.103027	23755.4	22762.8	1596.5
S12	S13	S06	0.065595	2.28569	0.0222722	0.00206031	53298.4	3397.25	2979
S12	S14	S06	0.485544	23.288	2.3e-16	0.0245233	46149.1	7615.69	2637.38
S12	S15	S06	0.0661493	2.31957	0.0203641	0.00204676	53519.4	3348.38	2932.88
S12	S16	S06	0.0679311	2.32633	0.0200007	0.00210834	53487.9	3364.25	2936.25
S17	S12	S06	0.355313	11.4898	2.3e-16	0.0119849	41254.2	4696.5	2234
S18	S12	S06	0.349721	11.1487	2.3e-16	0.0118767	27456.4	4708.5	2268.5
S19	S12	S06	0.349943	11.137	2.3e-16	0.0118791	27452.4	4707.25	2266.75
S13	S14	S06	0.63703	22.488	2.3e-16	0.0225093	68853.2	5859.19	1299.12
S15	S13	S06	0.00105173	0.040366	0.967801	1.35743e-05	80810.8	1308.75	1306
S13	S16	S06	0.00372742	0.137947	0.890282	4.81278e-05	80856.6	1312.75	1303
S17	S13	S06	0.356055	11.829	2.3e-16	0.0140205	19223.8	5485.75	2605
S18	S13	S06	0.352947	11.3603	2.3e-16	0.0139126	19257	5478.25	2620
S19	S13	S06	0.353074	11.342	2.3e-16	0.013915	19250	5477.75	2619
S15	S14	S06	0.689058	26.0102	2.3e-16	0.0225226	74523.8	5592.31	1029.5
S16	S14	S06	0.691202	27.0948	2.3e-16	0.0224623	74673.4	5566.75	1016.44
S17	S14	S06	0.607423	39.1525	2.3e-16	0.0362142	16555.2	9845.31	2404.5
S18	S14	S06	0.604993	38.4203	2.3e-16	0.0361087	16567.2	9840.06	2421.75
S19	S14	S06	0.604935	38.1825	2.3e-16	0.036111	16565.5	9841.31	2422.5
S15	S16	S06	0.0551876	0.601017	0.547829	6.17015e-05	132985	119.5	107
S17	S15	S06	0.359099	12.1517	2.3e-16	0.0140071	19266.8	5446.25	2568.25
S18	S15	S06	0.355781	11.6662	2.3e-16	0.0138992	19294.8	5440.75	2585.25
S19	S15	S06	0.35591	11.6415	2.3e-16	0.0139016	19293.8	5440.25	2584.25
S17	S16	S06	0.359091	12.176	2.3e-16	0.014068	19229.8	5470	2579.5
S18	S16	S06	0.355787	11.6795	2.3e-16	0.01396	19259.5	5464.5	2596.5
S19	S16	S06	0.355915	11.6517	2.3e-16	0.0139624	19258.5	5464	2595.5
S17	S18	S06	0.0971922	0.954181	0.339992	0.000109507	81584.8	127	104.5
S17	S19	S06	0.0948276	1.04126	0.297755	0.000107073	81559.8	127	105
S19	S18	S06	0.037037	0.128789	0.897525	2.43375e-06	133474	7	6.5
S07	S08	S09	0.0272359	1.0108	0.312111	0.000599697	25789.2	2027.25	1919.75
S07	S08	S10	0.0235962	0.877208	0.380373	0.000521151	25747.5	2028	1934.5
S07	S08	S11	0.0202602	0.759001	0.447852	0.000413431	29769	1794	1722.75
S08	S07	S12	0.0658245	1.82003	0.0687545	0.000534458	47599.2	801.5	702.5
S08	S07	S13	0.0552928	1.50416	0.13254	0.000418275	47178	808.75	724
S08	S07	S14	0.043699	1.53283	0.125317	0.000528532	42932.2	1130.75	1036.06
S08	S07	S15	0.0416332	1.1972	0.231227	0.000320869	47185	810	745.25
S08	S07	S16	0.0425911	1.20512	0.228155	0.000325787	47165.2	804.75	739
S08	S07	S17	0.0706061	1.56388	0.117846	0.000396466	49878	616	534.75
S08	S07	S18	0.0645161	1.45549	0.145534	0.000360818	49850.5	610.5	536.5
S08	S07	S19	0.0649237	1.46478	0.142982	0.00036259	49851	611	536.5
S09	S10	S07	0.041061	1.0973	0.272511	0.000314316	48999.4	716.25	659.75
S11	S09	S07	0.686937	57.2362	2.3e-16	0.0227081	39724.3	5128.5	951.75
S09	S07	S12	0.15594	8.61513	2.3e-16	0.0039872	25675.1	2746.88	2005.75
S09	S07	S13	0.171373	7.35416	1.92069e-13	0.00414748	25382.5	2882.75	2039.25
S09	S07	S14	0.256247	16.2363	2.3e-16	0.00942433	22107.7	4175.69	2472.19
S09	S07	S15	0.163211	6.92502	4.35918e-12	0.00392542	25338.5	2833	2038
S09	S07	S16	0.163893	6.80364	1.02007e-11	0.00395081	25332.5	2841.5	2041.25
S09	S07	S17	0.0313866	1.36773	0.171397	0.000578125	27339.5	1947	1828.5
S09	S07	S18	0.034291	1.52582	0.127054	0.00063126	27323.5	1953	1823.5
S09	S07	S19	0.0342729	1.51764	0.129106	0.000630105	27324.5	1954	1824.5
S11	S10	S07	0.811473	86.1331	2.3e-16	0.0230153	58150	4725	491.75
S10	S07	S12	0.155173	8.28791	2.3e-16	0.00393161	25704.8	2720	1989.25
S10	S07	S13	0.171493	8.42514	2.3e-16	0.00412054	25418.5	2862.25	2024.25
S10	S07	S14	0.255246	16.3681	2.3e-16	0.00933801	22138.5	4150	2462.25
S10	S07	S15	0.16633	7.87359	3.55271e-15	0.00396353	25376.5	2814.5	2011.75
S10	S07	S16	0.16702	7.67765	1.62093e-14	0.00398769	25369.5	2822	2014.25
S10	S07	S17	0.0270705	1.12716	0.259676	0.00049279	27365	1916	1815
S10	S07	S18	0.0308063	1.3229	0.185869	0.000560618	27351	1924	1809
S10	S07	S19	0.0307898	1.31487	0.188553	0.000559592	27352	1925	1810
S07	S11	S12	0.352365	18.4793	2.3e-16	0.0177423	21770.1	6303.38	3018.62
S07	S11	S13	0.187269	10.411	2.3e-16	0.00754412	21638.6	4843.5	3315.56
S11	S07	S14	0.0292836	1.50761	0.131654	0.00161388	18841.9	5086.69	4797.25
S07	S11	S15	0.195767	10.8513	2.3e-16	0.00786349	21587.1	4844.69	3258.38
S07	S11	S16	0.196272	10.8792	2.3e-16	0.00788804	21572.7	4849.88	3258.44
S07	S11	S17	0.807914	70.9083	2.3e-16	0.0659682	22822.2	15120.4	1606.5
S18	S11	S07	0.869175	188.037	2.3e-16	0.103321	30664	22788.8	1595
S19	S11	S07	0.868944	187.172	2.3e-16	0.103321	23744.4	22792	1598.25
S12	S13	S07	0.0670947	2.33945	0.0193122	0.00211413	53283.9	3407.5	2979
S12	S14	S07	0.486454	23.5649	2.3e-16	0.0246505	46134.5	7633.5	2637.25
S12	S15	S07	0.0672205	2.37178	0.0177025	0.00208576	53505.1	3355.88	2933.12
S12	S16	S07	0.069336	2.39529	0.0166073	0.0021573	53471.6	3371.75	2934.5
S17	S12	S07	0.355348	11.3409	2.3e-16	0.0120121	41242.8	4699.5	2235.25
S18	S12	S07	0.349755	11.0225	2.3e-16	0.0119061	27445.9	4712.5	2270.25
S19	S12	S07	0.34993	11.0087	2.3e-16	0.0119061	27441.4	4710.75	2268.5
S13	S14	S07	0.636665	22.5373	2.3e-16	0.0225841	68832.7	5871.12	1303.38
S15	S13	S07	0.00219319	0.0824737	0.93427	2.84286e-05	80791	1313.75	1308
S13	S16	S07	0.00333874	0.121739	0.903105	4.32621e-05	80834.9	1314.75	1306
S17	S13	S07	0.356942	11.5789	2.3e-16	0.0141008	19211.8	5498.5	2605.75
S18	S13	S07	0.353791	11.1563	2.3e-16	0.013995	19246.5	5492.5	2621.75
S19	S13	S07	0.353878	11.1352	2.3e-16	0.013995	19239	5491.5	2620.75
S15	S14	S07	0.689767	25.7836	2.3e-16	0.0226119	74501	5602	1028.5
S16	S14	S07	0.691399	26.8218	2.3e-16	0.0225418	74650.6	5576.44	1017.44
S17	S14	S07	0.607904	38.0599	2.3e-16	0.0363664	16544	9866.5	2406
S18	S14	S07	0.605396	37.4606	2.3e-16	0.0362631	16557.5	9862.75	2424.25
S19	S14	S07	0.605322	37.2281	2.3e-16	0.0362631	16555.2	9863.5	2425
S15	S16	S07	0.0640177	0.739766	0.459442	7.16895e-05	132962	120.5	106
S17	S15	S07	0.359572	11.9055	2.3e-16	0.0140728	19256.8	5458	2571
S18	S15	S07	0.35621	11.4655	2.3e-16	0.013967	19286.2	5454	2589
S19	S15	S07	0.356299	11.4378	2.3e-16	0.013967	19284.8	5453	2588
S17	S16	S07	0.359898	11.9542	2.3e-16	0.0141434	19217.8	5481.75	2580.25
S18	S16	S07	0.35655	11.5012	2.3e-16	0.0140377	19249	5477.75	2598.25
S19	S16	S07	0.356639	11.4707	2.3e-16	0.0140377	19247.5	5476.75	2597.25
S17	S18	S07	0.0948276	0.930342	0.352194	0.00010724	81572.5	127	105
S17	S19	S07	0.0948276	1.03859	0.298996	0.00010724	81547	127	105
S19	S18	S07	0	0	1	0	133462	7	7
S09	S10	S08	0.0313076	0.831222	0.405848	0.000237262	48889.7	700	657.5
S11	S09	S08	0.696652	55.6488	2.3e-16	0.0229792	39618.6	5130.25	917.25
S09	S08	S12	0.136706	7.24248	4.40536e-13	0.00345459	25804.4	2669.62	2027.5
S09	S08	S13	0.155681	7.79179	6.66134e-15	0.00373076	25508.2	2816.25	2057.5
S09	S08	S14	0.240653	17.6744	2.3e-16	0.00890048	22281.2	4147	2538.19
S09	S08	S15	0.150203	7.23407	4.68736e-13	0.00360571	25473.8	2796	2065.75
