P1	P2	P3	Dstatistic	Z-score	p-value	f4-ratio	BBAA	ABBA	BABA
S19	S15	S08	0.103448	0.690185	0.490078	4.71485e-05	100540	48	39
S17	S16	S08	0.220974	1.51516	0.129732	7.72697e-05	103419	40.75	26
S18	S16	S08	0.19084	1.09869	0.271902	6.54835e-05	103394	39	26.5
S19	S16	S08	0.172414	1.03362	0.301314	5.89356e-05	103414	38.25	27
S17	S18	S08	0.191489	0.626796	0.530793	1.17869e-05	137367	7	4.75
S17	S19	S08	0.269231	0.942388	0.345994	1.83352e-05	137482	8.25	4.75
S18	S19	S08	0.333333	3.01176e-314	nan	6.54835e-06	165455	2.5	1.25
S09	S10	S11	0.0145414	0.770514	0.440995	0.000397492	21363.5	2642.5	2566.75
S09	S10	S12	0.0380902	1.97387	0.0483965	0.00103496	21316.8	2701.5	2503.25
S09	S10	S13	0.0447059	2.16993	0.0300124	0.00122438	21213.5	2719.5	2486.75
S09	S10	S14	0.0438381	2.14598	0.0318748	0.00119856	21222	2711.5	2483.75
S09	S10	S15	0.0452639	2.22297	0.0262178	0.00123342	21211.8	2710.5	2475.75
S09	S10	S16	0.0467164	2.26725	0.0233748	0.00126282	21212.5	2719.5	2476.75
S09	S10	S17	0.0450277	2.20491	0.0274603	0.00123314	21218.5	2712.5	2478.75
S09	S10	S18	0.0450103	2.21305	0.0268944	0.00122875	21215.2	2713.5	2479.75
S09	S10	S19	0.0449644	2.21103	0.0270334	0.00122819	21215.8	2713.25	2479.75
S12	S11	S09	0.0019404	0.112548	0.910389	8.78403e-05	13157.2	4324.5	4307.75
S11	S13	S09	0.00817566	0.537844	0.590685	0.000367126	13078.2	4316	4246
S11	S14	S09	0.00681461	0.420922	0.673812	0.000306812	13098	4321.5	4263
S11	S15	S09	0.00707691	0.439022	0.660646	0.000318613	13094.5	4322.5	4261.75
S11	S16	S09	0.00709756	0.435274	0.663363	0.000319924	13114.5	4327.75	4266.75
S11	S17	S09	0.00663678	0.411146	0.680965	0.000298945	13108.5	4322.75	4265.75
S11	S18	S09	0.00713391	0.442783	0.657923	0.000321235	13105.5	4323.5	4262.25
S11	S19	S09	0.00707527	0.439015	0.66065	0.000318613	13108.2	4323.5	4262.75
S12	S13	S09	0.0397161	1.16563	0.243764	0.000454934	37462	1135.5	1048.75
S12	S14	S09	0.0348662	0.942048	0.346168	0.000394626	37521.8	1116.75	1041.5
S12	S15	S09	0.0355994	0.981971	0.326114	0.000406425	37456.5	1127.25	1049.75
S12	S16	S09	0.035612	1.01114	0.311951	0.000407736	37491	1130.5	1052.75
S12	S17	S09	0.0338652	0.938302	0.348089	0.000386759	37466.8	1125.75	1052
S12	S18	S09	0.0359613	1.00967	0.312655	0.000409047	37457.5	1123.5	1045.5
S12	S19	S09	0.0357225	1.01055	0.312231	0.000406425	37452.8	1123.5	1046
S14	S13	S09	0.0341753	0.425216	0.670679	6.0332e-05	73932.2	174	162.5
S15	S13	S09	0.0282659	0.374699	0.707884	4.85285e-05	73891	168.25	159
S16	S13	S09	0.0280811	0.365711	0.714581	4.7217e-05	73951.2	164.75	155.75
S17	S13	S09	0.0403101	0.483788	0.628537	6.82009e-05	73899	167.75	154.75
S18	S13	S09	0.026738	0.331031	0.740621	4.59055e-05	73814.5	168	159.25
S19	S13	S09	0.0283091	0.352342	0.724582	4.85285e-05	73807.7	168	158.75
S14	S15	S09	0.026087	0.195815	0.844755	1.18041e-05	98205.2	44.25	42
S14	S16	S09	0.0259067	0.179785	0.857321	1.31157e-05	98243.1	49.5	47
S17	S14	S09	0.0193548	0.172981	0.862666	7.86933e-06	98088	39.5	38
S14	S18	S09	0.037037	0.30832	0.757839	1.44272e-05	98000.6	38.5	35.75
S14	S19	S09	0.029703	0.241991	0.808787	1.18041e-05	97991.8	39	36.75
S15	S16	S09	0.00225734	0.0174055	0.986113	1.31158e-06	100926	55.5	55.25
S17	S15	S09	0.0447761	0.315321	0.752518	1.96733e-05	100636	43.75	40
S15	S18	S09	0.00606061	0.043028	0.965679	2.62316e-06	100574	41.5	41
S19	S15	S09	0	0	1	0	100583	42	42
S17	S16	S09	0.057554	0.319239	0.749545	2.09849e-05	103466	36.75	32.75
S16	S18	S09	0.003663	0.0201482	0.983925	1.31158e-06	103441	34.25	34
S19	S16	S09	0.00358423	0.0197289	0.98426	1.31158e-06	103462	35	34.75
S17	S18	S09	0.309091	1.01594	0.309656	2.22964e-05	137408	9	4.75
S17	S19	S09	0.283019	0.866565	0.386181	1.96733e-05	137523	8.5	4.75
S19	S18	S09	0.333333	3.01176e-314	nan	2.62316e-06	165493	1	0.5
S11	S12	S10	0.0122088	0.735101	0.462278	0.00055271	13035	4383.75	4278
S11	S13	S10	0.0264169	1.74623	0.0807715	0.00118643	12939.5	4410	4183
S11	S14	S10	0.0244469	1.63763	0.101499	0.00110019	12959.2	4410.5	4200
S11	S15	S10	0.0255189	1.66757	0.0954018	0.00114854	12952.8	4415.5	4195.75
S11	S16	S10	0.0264578	1.73004	0.0836225	0.00119166	12966.8	4422.75	4194.75
S11	S17	S10	0.0249637	1.65604	0.0977135	0.00112371	12965.8	4413.75	4198.75
S11	S18	S10	0.0254653	1.68348	0.0922822	0.00114593	12962.8	4414.5	4195.25
S11	S19	S10	0.0253775	1.67202	0.0945207	0.00114201	12965.5	4414.25	4195.75
S12	S13	S10	0.056692	1.7817	0.0747986	0.000634072	37223.8	1130	1008.75
S12	S14	S10	0.0494629	1.46005	0.144278	0.000547786	37288.5	1111.25	1006.5
S12	S15	S10	0.053085	1.55494	0.119961	0.000596158	37225.2	1130.75	1016.75
S12	S16	S10	0.0568142	1.75652	0.0789992	0.000639301	37254.8	1137	1014.75
S12	S17	S10	0.0508317	1.54067	0.123397	0.000571318	37236.5	1129.25	1020
S12	S18	S10	0.0529755	1.61018	0.107359	0.000593544	37228.2	1128	1014.5
S12	S19	S10	0.052607	1.60836	0.107756	0.000589621	37223.8	1128	1015.25
S14	S13	S10	0.0483163	0.726769	0.467367	8.63334e-05	73704.5	179	162.5
S15	S13	S10	0.0222905	0.314486	0.753152	3.79362e-05	73656.2	166.25	159
S13	S16	S10	0.00317965	0.0501598	0.959995	5.23278e-06	73710.5	157.75	156.75
S17	S13	S10	0.037325	0.543093	0.587066	6.27894e-05	73665.2	166.75	154.75
S18	S13	S10	0.0239013	0.349927	0.726394	4.05524e-05	73579.8	166	158.25
S19	S13	S10	0.0262751	0.387083	0.698695	4.44766e-05	73572.9	166	157.5
S14	S15	S10	0.0971129	0.836643	0.402793	4.8399e-05	97978.4	52.25	43
S14	S16	S10	0.183246	1.05292	0.292378	9.15657e-05	98007.3	56.5	39
S14	S17	S10	0.0502793	0.390884	0.695883	2.35455e-05	97863.2	47	42.5
S14	S18	S10	0.0969529	0.72236	0.470073	4.57828e-05	97777.8	49.5	40.75
S14	S19	S10	0.0874317	0.643014	0.520215	4.18586e-05	97769.1	49.75	41.75
S15	S16	S10	0.0758621	0.57623	0.56446	4.31688e-05	100687	58.5	50.25
S17	S15	S10	0.054755	0.375868	0.707015	2.48541e-05	100403	45.75	41
S18	S15	S10	0.00584795	0.0397418	0.968299	2.61628e-06	100341	43	42.5
S19	S15	S10	0.0143266	0.0979216	0.921995	6.54068e-06	100350	44.25	43
S17	S16	S10	0.161491	0.900469	0.367871	6.80218e-05	103233	46.75	33.75
S18	S16	S10	0.113269	0.615489	0.538232	4.57849e-05	103207	43	34.25
S19	S16	S10	0.120253	0.65494	0.512506	4.97092e-05	103228	44.25	34.75
S17	S18	S10	0.309091	1.08732	0.276894	2.22379e-05	137174	9	4.75
S17	S19	S10	0.269231	0.897436	0.369486	1.83136e-05	137289	8.25	4.75
S19	S18	S10	0.428571	3.01176e-314	nan	3.92441e-06	165260	1.25	0.5
S13	S12	S11	0.000149276	0.00591019	0.995284	2.75122e-06	29238.8	1675	1674.5
S12	S14	S11	0.000684047	0.028807	0.977019	1.23805e-05	29274.2	1645.75	1643.5
S15	S12	S11	0	0	1	0	29219.5	1662.25	1662.25
S12	S16	S11	0.00450383	0.177479	0.859133	8.25368e-05	29246.5	1672.75	1657.75
S12	S17	S11	0.0029985	0.121052	0.903649	5.50245e-05	29227.8	1672.5	1662.5
S12	S18	S11	0.00315837	0.126724	0.899159	5.77757e-05	29219.5	1667.5	1657
S12	S19	S11	0.00383084	0.155068	0.876768	7.01563e-05	29215	1670.5	1657.75
S13	S14	S11	0.0052506	0.0943251	0.924851	1.51317e-05	65256.5	263.25	260.5
S13	S15	S11	0.000962464	0.0163715	0.986938	2.75122e-06	65220	260	259.5
S13	S16	S11	0.0304818	0.558466	0.576526	8.52878e-05	65270.8	262	246.5
S13	S17	S11	0.0201923	0.387441	0.69843	5.77756e-05	65223.8	265.25	254.75
S13	S18	S11	0.0207743	0.403671	0.686454	6.05268e-05	65143.5	270.25	259.25
S13	S19	S11	0.0251781	0.499078	0.617725	7.29073e-05	65133.9	269.75	256.5
S15	S14	S11	0.0153322	0.155741	0.876237	1.23805e-05	89461.2	74.5	72.25
S14	S16	S11	0.0821256	0.877576	0.380174	7.01571e-05	89490.8	84	71.25
S14	S17	S11	0.0541012	0.705053	0.480777	4.26445e-05	89339.8	75.5	67.75
S14	S18	S11	0.059034	0.740686	0.458884	4.53958e-05	89254.1	74	65.75
S14	S19	S11	0.075	1.08651	0.277254	5.77765e-05	89243.3	75.25	64.75
S15	S16	S11	0.0903614	0.786285	0.431701	8.25368e-05	92174.6	90.5	75.5
S15	S17	S11	0.0754717	0.58287	0.559981	5.50245e-05	91881.1	71.25	61.25
S15	S18	S11	0.0795455	0.653934	0.513155	5.77757e-05	91821.7	71.25	60.75
S15	S19	S11	0.0932358	0.706447	0.47991	7.01563e-05	91830.9	74.75	62
S17	S16	S11	0.0442478	0.304152	0.761012	2.75138e-05	94701.4	59	54
S18	S16	S11	0.0396476	0.288262	0.773146	2.47625e-05	94678.8	59	54.5
S19	S16	S11	0.0201342	0.14356	0.885848	1.23814e-05	94697.2	57	54.75
S17	S18	S11	0.0242424	0.0956398	0.923807	2.75138e-06	128627	10.5625	10.0625
S17	S19	S11	0.129412	0.492555	0.622327	1.51326e-05	128742	12	9.25
S18	S19	S11	0.333333	0.820763	0.411781	1.23812e-05	156713	4.5	2.25
S13	S14	S12	0.0334582	1.77492	0.0759111	0.000431863	38399.5	1034.75	967.75
S15	S13	S12	0.00320434	0.126785	0.89911	4.18954e-05	38413.8	1017.5	1011
S13	S16	S12	0.0124969	0.495245	0.620427	0.000161143	38447.8	1012.75	987.75
S13	S17	S12	0.000747198	0.0324527	0.974111	9.66858e-06	38407.8	1004.5	1003
S18	S13	S12	0.000617971	0.0266037	0.978776	8.05707e-06	38332	1012	1010.75
S19	S13	S12	0.00321942	0.135461	0.892248	4.18954e-05	38325.9	1012.75	1006.25
S15	S14	S12	0.142029	2.52393	0.011605	0.00047374	62053.7	295.5	222
S16	S14	S12	0.0755396	1.20243	0.229196	0.000270763	62090.1	299	257
S17	S14	S12	0.131658	2.26647	0.0234225	0.000422198	61925	281.5	216
S18	S14	S12	0.133496	2.17326	0.0297609	0.000439916	61849.6	289.75	221.5
S19	S14	S12	0.14258	2.26843	0.0233031	0.00047374	61844.6	294.5	221
S15	S16	S12	0.0625	1.09389	0.274004	0.000203031	64778.1	267.75	236.25
S15	S17	S12	0.017094	0.357065	0.721043	5.15635e-05	64492.6	238	230
S15	S18	S12	0.0115195	0.234982	0.814223	3.38386e-05	64428.9	230.5	225.25
S19	S15	S12	0	0	1	0	64444.9	233.25	233.25
S17	S16	S12	0.0585305	1.08907	0.276122	0.000151476	67281.1	212.5	189
S18	S16	S12	0.0635209	1.14296	0.253055	0.000169199	67265.8	219.75	193.5
S19	S16	S12	0.076179	1.35353	0.175887	0.000203031	67288.9	222.5	191
S18	S17	S12	0.0286458	0.248209	0.803972	1.77256e-05	101111	49.375	46.625
S19	S17	S12	0.0868385	0.696549	0.486085	5.15635e-05	101227	50.0625	42.0625
S19	S18	S12	0.212121	0.949907	0.34216	3.38386e-05	129173	15	9.75
S15	S14	S13	0.00950278	0.533962	0.593368	0.000305052	26279.1	1885.62	1850.12
S14	S16	S13	0.00742322	0.310864	0.755904	0.000242827	26315	1916.94	1888.69
S17	S14	S13	0.00738714	0.323362	0.746421	0.000232029	26119.8	1841	1814
S18	S14	S13	0.0302374	1.30762	0.191003	0.000959642	26098.8	1903.75	1792
S19	S14	S13	0.0320867	1.37473	0.169216	0.00101808	26092.1	1906.81	1788.25
S15	S16	S13	0.0191874	0.750478	0.452967	0.000547805	28768.4	1693.12	1629.38
S15	S17	S13	0.00257996	0.108106	0.913911	7.30406e-05	28502.9	1651.56	1643.06
S18	S15	S13	0.0230886	0.984207	0.325014	0.00065479	28490.3	1689.38	1613.12
S19	S15	S13	0.0252542	1.01769	0.308826	0.00071325	28495	1686.06	1603
S17	S16	S13	0.0196105	0.556339	0.577979	0.0004748	31069.9	1436.31	1381.06
S18	S16	S13	0.0501522	1.48128	0.138531	0.00120224	31076.8	1465.75	1325.75
S19	S16	S13	0.0525986	1.51097	0.130797	0.00126066	31100.4	1469	1322.19
S18	S17	S13	0.14447	2.9528	0.00314902	0.000727783	63994.5	335.688	250.938
S19	S17	S13	0.16129	2.8333	0.00460699	0.000786238	64103.6	329.625	238.062
S19	S18	S13	0.0526825	0.516551	0.60547	5.84983e-05	91905.1	68.0625	61.25
S15	S16	S14	0.00283396	0.254037	0.799467	0.000357898	8493.88	5816.62	5783.75
S17	S15	S14	0.00986596	0.636007	0.524772	0.00124705	8300.56	5869.62	5754.94
S18	S15	S14	0.0170283	1.07863	0.280754	0.00215504	8296.06	5924.06	5725.69
S19	S15	S14	0.0178807	1.17084	0.241662	0.00226073	8303.88	5923.88	5715.75
S17	S16	S14	0.0145207	0.889836	0.373554	0.00160452	10390.4	5154.88	5007.31
S18	S16	S14	0.0228277	1.44544	0.148333	0.00251217	10393.8	5180.75	4949.5
S19	S16	S14	0.0237734	1.54876	0.121439	0.00261783	10422.6	5189.19	4948.19
S18	S17	S14	0.0446557	1.53754	0.124161	0.000909135	40331.9	978.875	895.188
S19	S17	S14	0.0504063	1.69828	0.0894548	0.00101495	40441.8	973.562	880.125
S19	S18	S14	0.0211439	0.371105	0.710559	0.000105908	67765.7	235.438	225.688
S17	S16	S15	0.0241007	1.85834	0.0631205	0.0031115	8490	5931.69	5652.5
S18	S16	S15	0.0294108	2.22238	0.0262576	0.00376597	8453.12	5917.38	5579.25
S19	S16	S15	0.0287553	2.28847	0.02211	0.00367723	8461.44	5905.31	5575.19
S18	S17	S15	0.0274263	1.2327	0.217689	0.000656434	37911.4	1103.94	1045
S19	S17	S15	0.0237977	1.05779	0.290153	0.000567388	38018.3	1095.69	1044.75
S18	S19	S15	0.015105	0.30938	0.757033	8.91024e-05	65220.7	268.812	260.812
S18	S17	S16	0.00901081	0.278004	0.781009	0.000254029	35233.2	1263.25	1240.69
S19	S17	S16	0.000881323	0.0296894	0.976315	2.46348e-05	35327.2	1242.12	1239.94
S18	S19	S16	0.0328232	0.659418	0.509627	0.0002294	62386.2	320.562	300.188
S18	S19	S17	0.0353682	2.07463	0.0380213	0.00220946	29664.3	1686	1570.81
